question_id,topic,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer,difficulty_level
Q1083,Ordering Fractions,"Arrange from LEAST to GREATEST: 4/5, 2/3, 3/4","3/4, 4/5, 2/3","2/3, 4/5, 3/4","4/5, 3/4, 2/3","3/4, 2/3, 4/5","2/3, 3/4, 4/5",E,easy
Q1084,Ordering Fractions,"Order from SMALLEST to LARGEST: 5/8, 3/5, 2/3","3/5, 5/8, 2/3","5/8, 2/3, 3/5","5/8, 3/5, 2/3","3/5, 2/3, 5/8","2/3, 3/5, 5/8",C,medium
Q1085,Ordering Fractions,"Order from LEAST to GREATEST: 7/9, 4/5, 5/6","7/9, 5/6, 4/5","5/6, 7/9, 4/5","4/5, 5/6, 7/9","7/9, 4/5, 5/6","5/6, 4/5, 7/9",A,medium
Q1086,Ordering Fractions,"Arrange from SMALLEST to LARGEST: 3/7, 2/5, 4/9","2/5, 4/9, 3/7","4/9, 3/7, 2/5","3/7, 4/9, 2/5","2/5, 3/7, 4/9","3/7, 2/5, 4/9",D,medium
Q1087,Ordering Fractions,"Order from LEAST to GREATEST: 5/7, 3/4, 7/10","5/7, 7/10, 3/4","7/10, 5/7, 3/4","7/10, 3/4, 5/7","3/4, 5/7, 7/10","5/7, 3/4, 7/10",B,medium
Q1088,Ordering Fractions,"Arrange from SMALLEST to LARGEST: 11/12, 7/9, 5/6","5/6, 7/9, 11/12","11/12, 7/9, 5/6","7/9, 11/12, 5/6","5/6, 11/12, 7/9","7/9, 5/6, 11/12",E,hard
Q1089,Ordering Fractions,"Order from LEAST to GREATEST: 8/9, 5/6, 9/10","8/9, 5/6, 9/10","8/9, 9/10, 5/6","5/6, 9/10, 8/9","5/6, 8/9, 9/10","9/10, 8/9, 5/6",D,hard
Q1090,Ordering Fractions,"Arrange in order from LARGEST to SMALLEST: 3/4, 1/2, 2/3","3/4, 1/2, 2/3","1/2, 2/3, 3/4","2/3, 3/4, 1/2","2/3, 1/2, 3/4","3/4, 2/3, 1/2",E,easy
Q1091,Ordering Fractions,"Arrange from GREATEST to LEAST: 5/6, 2/3, 3/4","5/6, 2/3, 3/4","5/6, 3/4, 2/3","3/4, 2/3, 5/6","2/3, 3/4, 5/6","3/4, 5/6, 2/3",B,easy
Q1092,Ordering Fractions,"Arrange from LARGEST to SMALLEST: 1/4, 1/3, 1/6","1/4, 1/3, 1/6","1/3, 1/6, 1/4","1/3, 1/4, 1/6","1/4, 1/6, 1/3","1/6, 1/4, 1/3",C,easy
Q1093,Ordering Fractions,"Order from GREATEST to LEAST: 5/8, 3/5, 2/3","5/8, 3/5, 2/3","3/5, 2/3, 5/8","3/5, 5/8, 2/3","2/3, 3/5, 5/8","2/3, 5/8, 3/5",D,medium
Q1094,Ordering Fractions,"Arrange from LARGEST to SMALLEST: 7/9, 4/5, 5/6","5/6, 4/5, 7/9","4/5, 7/9, 5/6","7/9, 5/6, 4/5","5/6, 7/9, 4/5","4/5, 5/6, 7/9",E,medium
Q1095,Ordering Fractions,"Order from GREATEST to LEAST: 3/7, 2/5, 4/9","3/7, 2/5, 4/9","4/9, 2/5, 3/7","2/5, 3/7, 4/9","4/9, 3/7, 2/5","3/7, 4/9, 2/5",D,medium
Q1096,Ordering Fractions,"Arrange from LARGEST to SMALLEST: 11/12, 7/9, 5/6","5/6, 11/12, 7/9","5/6, 7/9, 11/12","11/12, 7/9, 5/6","7/9, 5/6, 11/12","11/12, 5/6, 7/9",E,hard
Q1097,Ordering Fractions,"Order from GREATEST to LEAST: 8/9, 5/6, 9/10","8/9, 5/6, 9/10","9/10, 8/9, 5/6","8/9, 9/10, 5/6","5/6, 8/9, 9/10","9/10, 5/6, 8/9",B,hard
Q1098,Ordering Fractions,"Three students drank 1/2, 2/3 and 3/4 of their water bottles. Who drank the least",Student who drank 2/3,Student who drank 1/2,Student who drank 3/4,All drank equally,They did not drink the same amount,B,easy
Q1099,Ordering Fractions,"Three ribbons measure 3/4 m, 2/3 m and 5/6 m. Which ribbon is the shortest",5/6 m ribbon,They are not equal,All are equal,2/3 m ribbon,3/4 m ribbon,D,easy
Q1100,Ordering Fractions,"Kamal finished 3/5, Nimal finished 4/7, Sunil finished 2/4 of their work. Who finished the most",All finished equally,Cannot decide,Kamal (3/5),Sunil (2/4),Nimal (4/7),C,medium
Q1101,Ordering Fractions,"Three boxes weigh 5/8 kg, 3/5 kg and 7/10 kg. Arrange from lightest to heaviest","5/8, 7/10, 3/5","5/8, 3/5, 7/10","7/10, 5/8, 3/5","3/5, 7/10, 5/8","3/5, 5/8, 7/10",E,medium
Q1102,Ordering Fractions,"A farmer planted 2/3 of field A, 3/4 of field B and 5/8 of field C. Which field has the most planted",Field A (2/3),All are equal,Field B (3/4),Cannot decide,Field C (5/8),C,medium
Q1103,Ordering Fractions,"Three students completed 7/9, 5/6 and 11/12 of their projects. Order from least to most complete","11/12, 7/9, 5/6","7/9, 5/6, 11/12","5/6, 11/12, 7/9","5/6, 7/9, 11/12","7/9, 11/12, 5/6",B,hard
Q1128,Multiplication,What is the product of 45 and 23,"1,035","1,135",935,"1,012","1,058",A,medium
Q1129,Multiplication,Find the product: 67 x 34,"2,312","2,244","2,278","1,278","3,278",C,medium
Q1130,Multiplication,Multiply 125 by 16,"1,000","2,000","3,000","2,125","1,875",B,medium
Q1131,Multiplication,What is 234 multiplied by 5,"2,170","1,200","1,170",170,"1,140",C,medium
Q1132,Multiplication,Calculate: 89 x 47,"4,094","5,183","3,183","4,183","4,272",D,hard
Q1133,Multiplication,Find the value of 345 x 28,"8,660","9,315","9,660","10,005","10,660",C,hard
Q1134,Multiplication,What is 456 multiplied by 19,"9,120","7,664","8,664","8,208","9,664",C,hard
Q1135,Multiplication,A rectangle is 123 cm long and 45 cm wide. Find its area,"5,535","4,535","6,535","5,412","5,658",A,hard
Q1136,Multiplication,"If one packet costs Rs. 75, what is the cost of 48 packets","3,675","3,600","4,600","3,525","2,600",B,medium
Q1137,Multiplication,A school needs 36 chairs for each of its 24 classrooms. Total chairs needed,828,764,900,864,964,D,medium
Q1138,Division,What is 576 divided by 24,24,22,14,26,34,A,medium
Q1139,Division,Find the quotient: 945 / 27,32,25,38,45,35,E,medium
Q1140,Division,"Calculate 1,260 / 36",38,35,32,25,45,B,medium
Q1141,Division,"Divide 2,880 by 48",57,60,63,50,70,B,hard
Q1142,Division,"What is the quotient when 4,032 is divided by 63",67,61,64,54,74,C,hard
Q1143,Division,"Find the value of 6,048 / 84",72,75,69,62,82,A,hard
Q1144,Division,"A school has 1,440 books to place equally on 36 shelves. Books per shelf",30,50,37,40,43,D,medium
Q1145,Division,"Rs. 5,400 is shared equally among 18 people. How much does each person get",200,282,300,318,400,C,medium
Q1146,Division,"If 3,375 kg of rice is packed in bags of 25 kg, how many bags are needed",110,160,35,235,135,E,hard
Q1147,Simplifying Fractions,What is 6/8 in its simplest form,"""5/6""","""1/2""","""4/6""","""2/3""","""3/4""",E,easy
Q1148,Simplifying Fractions,Reduce 15/25 to its lowest terms,"""3/5""","""6/10""","""5/8""","""4/7""","""2/3""",A,easy
Q1149,Simplifying Fractions,Express 18/24 in simplest form,"""6/8""","""5/6""","""9/12""","""2/3""","""3/4""",E,easy
Q1150,Simplifying Fractions,What fraction is equivalent to 20/30 in lowest terms,"""4/6""","""1/2""","""3/4""","""10/15""","""2/3""",E,easy
Q1151,Simplifying Fractions,A class has 16 girls out of 24 students. What fraction are girls in simplest form,"""1/2""","""8/12""","""3/4""","""2/3""","""4/6""",D,easy
Q1152,Simplifying Fractions,Write 35/49 in simplest form,"""6/8""","""2/3""","""7/9""","""3/4""","""5/7""",E,medium
Q1153,Simplifying Fractions,Reduce 56/84 to lowest terms,"""14/21""","""2/3""","""4/6""","""1/2""","""3/4""",B,medium
Q1154,Simplifying Fractions,What is the simplest form of 72/96,"""3/4""","""4/5""","""2/3""","""6/8""","""36/48""",A,medium
Q1155,Simplifying Fractions,A shop sold 48 items out of 60 in stock. Express the fraction sold in simplest form,"""4/5""","""24/30""","""2/3""","""3/4""","""8/10""",A,medium
Q1156,Simplifying Fractions,"Out of 90 students, 75 passed an exam. What fraction passed in simplest form","""2/3""","""5/6""","""3/4""","""25/30""","""15/18""",B,medium
Q1157,Simplifying Fractions,Write 126/168 in its simplest form,"""63/84""","""3/4""","""2/3""","""9/12""","""5/7""",B,hard
Q1158,Simplifying Fractions,Reduce 144/192 to lowest terms,"""72/96""","""3/4""","""6/8""","""4/5""","""2/3""",B,hard
Q1159,Simplifying Fractions,A factory used 180 out of 240 tonnes of material. Simplify this fraction,"""3/4""","""4/5""","""90/120""","""9/12""","""2/3""",A,hard
Q1160,Comparing Fractions,"Use < , > or = : 3/5 ___ 4/7",>,Not equal,they are equal,<,=,A,medium
Q1161,Comparing Fractions,"Use < , > or = : 5/9 ___ 4/7",=,>,<,Not equal,they are equal,C,medium
Q1162,Comparing Fractions,"Use < , > or = : 7/8 ___ 8/9",>,<,they are equal,=,Not equal,B,medium
Q1163,Comparing Fractions,"Use < , > or = : 11/12 ___ 9/10",Not equal,<,they are equal,>,=,D,hard
Q1164,Comparing Fractions,"Use < , > or = : 13/15 ___ 17/20",=,<,Not equal,>,they are equal,D,hard
Q1165,Comparing Fractions,Which symbol goes in the blank? 4/5 ___ 7/9,>,they are equal,<,=,Not equal,A,medium
Q1166,Comparing Fractions,Which symbol goes in the blank? 3/8 ___ 4/11,Not equal,=,>,<,they are equal,C,medium
Q1167,Comparing Fractions,"Is 5/6 greater than, less than or equal to 7/8",5/6 > 7/8,Need more info,5/6 < 7/8,Cannot compare,5/6 = 7/8,C,medium
Q1168,Comparing Fractions,"Is 4/7 greater than, less than or equal to 3/5",4/7 > 3/5,4/7 < 3/5,4/7 = 3/5,Cannot compare,Need more info,B,medium
Q1169,Comparing Fractions,"Is 9/11 greater than, less than or equal to 7/9",Not equal,Cannot compare,9/11 = 7/9,9/11 < 7/9,9/11 > 7/9,E,hard
Q1170,Comparing Fractions,Two students got 5/8 and 7/11 in a test. Who scored higher,Student with 7/11,Both scored equally,Cannot decide,Student with 5/8,Both not scored,D,medium
Q1171,Comparing Fractions,A jug is 3/7 full. Another is 4/9 full. Which jug has more water,Both are equal,First jug (3/7 > 4/9),Second jug (4/9 > 3/7),Cannot compare,Both are not equal,C,medium
Q1172,Comparing Fractions,Nimal scored 7/10 and Kamal scored 5/7 in an exam. Who scored more,Not scored equally,Kamal (5/7 > 7/10),Both scored equally,Sunil (7/10),Nimal (7/10 > 5/7),E,hard
Q1173,Fraction to Decimal,What decimal is equal to 3/8,0.385,0.375,0.5,0.365,0.25,B,easy
Q1174,Fraction to Decimal,Express 7/8 as a decimal,0.875,0.9,0.865,0.885,0.75,A,easy
Q1175,Fraction to Decimal,Write 4/5 as a decimal number,0.4,0.7,0.9,0.6,0.8,E,easy
Q1176,Fraction to Decimal,What is 9/20 as a decimal,0.9,0.5,0.45,0.44,0.46,C,easy
Q1177,Fraction to Decimal,Express 13/50 as a decimal,0.25,0.5,0.26,0.27,0.13,C,medium
Q1178,Fraction to Decimal,Write 27/50 as a decimal,0.54,0.53,0.5,0.27,0.55,A,medium
Q1179,Fraction to Decimal,What decimal is equal to 11/16,0.6875,0.75,0.687,0.688,0.5,A,medium
Q1180,Fraction to Decimal,A student got 3/5 of the questions right. What is this as a decimal,0.7,0.6,0.3,0.9,0.5,B,easy
Q1181,Fraction to Decimal,A tank is 7/10 full. Express this as a decimal,0.7,0.07,0.69,0.5,0.71,A,easy
Q1182,Fraction to Decimal,Amali completed 5/6 of her work. Write this as a decimal to 2 decimal places,0.83,0.6,0.56,0.84,0.82,A,hard
Q1183,Fraction to Decimal,A shop sold 19/25 of its stock. What decimal represents this,0.77,0.5,0.19,0.75,0.76,E,medium
Q1184,Fraction to Decimal,Convert 7/9 to a decimal rounded to 2 decimal places,0.7,0.75,0.78,0.77,0.79,C,hard
Q1185,Fraction to Decimal,What decimal is equal to 11/12 rounded to 2 decimal places,0.93,0.11,0.75,0.91,0.92,E,hard
Q1186,Addition,What is the value of 3.5 + 2.7?,6.2,6.1,6.3,5.2,7.2,A,easy
Q1187,Addition,What is the value of 12.4 + 5.6?,18,17,19,18.1,17.9,A,easy
Q1188,Addition,What is the value of 0.75 + 0.25?,1,0.5,1.5,0.75,1.25,A,easy
Q1189,Addition,What is the value of 4.8 + 3.2?,8,7,9,8.1,7.9,A,easy
Q1190,Addition,What is the value of 6.35 + 2.15?,8.5,8.4,8.6,9.5,7.5,A,medium
Q1191,Addition,What is the value of 9.99 + 0.01?,10,9,11,10.1,9.9,A,medium
Q1192,Addition,What is the value of 15.75 + 4.25?,20,19,21,20.5,19.5,A,medium
Q1193,Addition,What is the value of 7.123 + 2.877?,10,9,11,10.1,9.9,A,hard
Q1194,Addition,What is the value of 23.456 + 6.544?,30,29,31,30.1,29.9,A,hard
Q1195,Addition,What is the value of 0.333 + 0.667?,1,0.9,1.1,1.5,0.5,A,hard
Q1196,Subtraction,What is the value of 5.8 - 2.3?,3.5,3.4,3.6,4.5,2.5,A,easy
Q1197,Subtraction,What is the value of 10.0 - 4.5?,5.5,5.4,5.6,6.5,4.5,A,easy
Q1198,Subtraction,What is the value of 7.9 - 3.4?,4.5,4.4,4.6,5.5,3.5,A,easy
Q1199,Subtraction,What is the value of 8.75 - 2.25?,6.5,6.4,6.6,7.5,5.5,A,medium
Q1200,Subtraction,What is the value of 15.5 - 8.3?,7.2,7.1,7.3,8.2,6.2,A,medium
Q1201,Subtraction,What is the value of 20.0 - 7.5?,12.5,12.4,12.6,13.5,11.5,A,medium
Q1202,Subtraction,What is the value of 9.99 - 4.44?,5.55,5.54,5.56,6.55,4.55,A,hard
Q1203,Subtraction,What is the value of 100.0 - 33.5?,66.5,66.4,66.6,67.5,65.5,A,hard
Q1204,Subtraction,What is the value of 50.25 - 18.75?,31.5,31.4,31.6,32.5,30.5,A,hard
Q1205,Subtraction,What is the value of 7.007 - 3.003?,4.004,4.003,4.005,5.004,3.004,A,hard
